ID	d1	ignore theme	d1	telugu	d1	english	d1	Clue	d1	Image	d1	Sound
1234	|	Trees and Plants	|	మార్గ వృక్షము	|	avenue tree	|	మార్గ వృక్షము_clue	|		|	
1235	|	Trees and Plants	|	తుమ్మ చెట్టు	|	babul	|	తుమ్మ చెట్టు_clue	|		|	
1236	|	Trees and Plants	|	వెదురు	|	bamboo	|	వెదురు_clue	|		|	
1237	|	Trees and Plants	|	మర్రి చెట్టు	|	banian tree	|	మర్రి చెట్టు_clue	|		|	
1238	|	Trees and Plants	|	మర్రి చెట్టు	|	banyan tree	|	మర్రి చెట్టు_clue	|		|	
1239	|	Trees and Plants	|	బెరడు	|	bark	|	బెరడు_clue	|		|	
1240	|	Trees and Plants	|	యవలు	|	barley	|	యవలు_clue	|		|	
1241	|	Trees and Plants	|	మర్రి ఊడలు	|	basian drops	|	మర్రి ఊడలు_clue	|		|	
1242	|	Trees and Plants	|	తులసి మొక్క	|	basil	|	తులసి మొక్క_clue	|		|	
1243	|	Trees and Plants	|	కొండ వేప చెట్టు	|	beed tree	|	కొండ వేప చెట్టు_clue	|		|	
1244	|	Trees and Plants	|	మారేడు చెట్టు	|	bell tree	|	మారేడు చెట్టు_clue	|		|	
1245	|	Trees and Plants	|	తమలపాకు తీగ	|	betel creeper	|	తమలపాకు తీగ_clue	|		|	
1246	|	Trees and Plants	|	రేగు చెట్టు	|	bhir tree	|	రేగు చెట్టు_clue	|		|	
1247	|	Trees and Plants	|	గుంట గదడాకు చెట్టు	|	black harro	|	గుంట గదడాకు చెట్టు_clue	|		|	
1248	|	Trees and Plants	|	నేరేడు చెట్టు	|	black plum	|	నేరేడు చెట్టు_clue	|		|	
1249	|	Trees and Plants	|	కొమ్మ	|	branch	|	కొమ్మ_clue	|		|	
1250	|	Trees and Plants	|	మొగ్గ	|	bud	|	మొగ్గ_clue	|		|	
1251	|	Trees and Plants	|	జమ్మి చెట్టు	|	burush	|	జమ్మి చెట్టు_clue	|		|	
1252	|	Trees and Plants	|	వేండలము	|	butter stick	|	వేండలము_clue	|		|	
1253	|	Trees and Plants	|	జిల్లేడు	|	caltropis	|	జిల్లేడు_clue	|		|	
1254	|	Trees and Plants	|	నిమ్మగడ్డి	|	canker	|	నిమ్మగడ్డి_clue	|		|	
1255	|	Trees and Plants	|	సరుగుడు చెట్టు	|	canna	|	సరుగుడు చెట్టు_clue	|		|	
1256	|	Trees and Plants	|	గురువింద చెట్టు	|	carb's tree	|	గురువింద చెట్టు_clue	|		|	
1257	|	Trees and Plants	|	మెట్ట తామర	|	caruarina	|	మెట్ట తామర_clue	|		|	
1258	|	Trees and Plants	|	జీడిమామిడి చెట్టు	|	cashew tree	|	జీడిమామిడి చెట్టు_clue	|		|	
1259	|	Trees and Plants	|	జీడి మామిడి	|	cashewnut	|	జీడి మామిడి_clue	|		|	
1260	|	Trees and Plants	|	తంగేడు	|	cassia anticulate	|	తంగేడు_clue	|		|	
1261	|	Trees and Plants	|	దేవదారు వృక్షము	|	cedar tree	|	దేవదారు వృక్షము_clue	|		|	
1262	|	Trees and Plants	|	నంది చెట్టు	|	cinnamon	|	నంది చెట్టు_clue	|		|	
1263	|	Trees and Plants	|	మాది ఫలం	|	citronmedica	|	మాది ఫలం_clue	|		|	
1264	|	Trees and Plants	|	కొబ్బరి	|	coconut	|	కొబ్బరి_clue	|		|	
1265	|	Trees and Plants	|	ప్రత్తి	|	cotton	|	ప్రత్తి_clue	|		|	
1266	|	Trees and Plants	|	ఈత చెట్టు	|	country date	|	ఈత చెట్టు_clue	|		|	
1267	|	Trees and Plants	|	మేడి చెట్టు	|	country fig tree	|	మేడి చెట్టు_clue	|		|	
1268	|	Trees and Plants	|	కరివేపాకు	|	curry leaf	|	కరివేపాకు_clue	|		|	
1269	|	Trees and Plants	|	శీతాఫలము	|	custard apple	|	శీతాఫలము_clue	|		|	
1270	|	Trees and Plants	|	చీకటిమాను	|	cypress	|	చీకటిమాను_clue	|		|	
1271	|	Trees and Plants	|	ఖర్జూర చెట్టు	|	date tree	|	ఖర్జూర చెట్టు_clue	|		|	
1272	|	Trees and Plants	|	ఉమ్మెత్త	|	datura	|	ఉమ్మెత్త_clue	|		|	
1273	|	Trees and Plants	|	దేవదారు చెట్టు	|	deodar	|	దేవదారు చెట్టు_clue	|		|	
1274	|	Trees and Plants	|	జామ్మయిల్ చెట్టు	|	eucalyptus tree	|	జామ్మయిల్ చెట్టు_clue	|		|	
1275	|	Trees and Plants	|	హంసపాది జాతి మొక్క	|	ferms	|	హంసపాది జాతి మొక్క_clue	|		|	
1276	|	Trees and Plants	|	అత్తి చెట్టు	|	fig tree	|	అత్తి చెట్టు_clue	|		|	
1277	|	Trees and Plants	|	గోగు మొక్క	|	flaxplant	|	గోగు మొక్క_clue	|		|	
1278	|	Trees and Plants	|	జాజికాయ	|	gallnut	|	జాజికాయ_clue	|		|	
1279	|	Trees and Plants	|	వేరు శెనగ చెట్టు	|	groundnut plant	|	వేరు శెనగ చెట్టు_clue	|		|	
1280	|	Trees and Plants	|	జామ చెట్టు	|	guava tree	|	జామ చెట్టు_clue	|		|	
1281	|	Trees and Plants	|	జనప మొక్క	|	hemp	|	జనప మొక్క_clue	|		|	
1282	|	Trees and Plants	|	ఉలవలు	|	horse gram	|	ఉలవలు_clue	|		|	
1283	|	Trees and Plants	|	నీలి మొక్క	|	indigo plant	|	నీలి మొక్క_clue	|		|	
1284	|	Trees and Plants	|	పనస చెట్టు	|	jack tree	|	పనస చెట్టు_clue	|		|	
1285	|	Trees and Plants	|	బెంగలి గడ్డ	|	jalemasp	|	బెంగలి గడ్డ_clue	|		|	
1286	|	Trees and Plants	|	నేరేడు చెట్టు	|	jambolina tree	|	నేరేడు చెట్టు_clue	|		|	
1287	|	Trees and Plants	|	రేగు చెట్టు	|	jujube tree	|	రేగు చెట్టు_clue	|		|	
1288	|	Trees and Plants	|	జనప నార	|	jute	|	జనప నార_clue	|		|	
1289	|	Trees and Plants	|	బూరుగు దూది	|	kapok	|	బూరుగు దూది_clue	|		|	
1290	|	Trees and Plants	|	వట్టివేరు	|	khuskhus	|	వట్టివేరు_clue	|		|	
1291	|	Trees and Plants	|	అవిసి చెట్టు	|	linseed tree	|	అవిసి చెట్టు_clue	|		|	
1292	|	Trees and Plants	|	మామిడి చెట్టు	|	mango tree	|	మామిడి చెట్టు_clue	|		|	
1293	|	Trees and Plants	|	గంగిరావి చెట్టు	|	maple tree	|	గంగిరావి చెట్టు_clue	|		|	
1294	|	Trees and Plants	|	వేప చెట్టు	|	margosa	|	వేప చెట్టు_clue	|		|	
1295	|	Trees and Plants	|	జెముడు	|	milkyedge	|	జెముడు_clue	|		|	
1296	|	Trees and Plants	|	జొన్న	|	millet	|	జొన్న_clue	|		|	
1297	|	Trees and Plants	|	బదనికతర రోహిణి	|	mistletoe	|	బదనికతర రోహిణి_clue	|		|	
1298	|	Trees and Plants	|	పుట్ట గొడుగు	|	mushroom	|	పుట్ట గొడుగు_clue	|		|	
1299	|	Trees and Plants	|	దురద గొండి	|	nettle	|	దురద గొండి_clue	|		|	
1300	|	Trees and Plants	|	కాయలు	|	nuts	|	కాయలు_clue	|		|	
1301	|	Trees and Plants	|	ముసిడి చెట్టు	|	nuxromica	|	ముసిడి చెట్టు_clue	|		|	
1302	|	Trees and Plants	|	జోడు మల్లె	|	oa tree	|	జోడు మల్లె_clue	|		|	
1303	|	Trees and Plants	|	తాడి చెట్టు	|	palmyra	|	తాడి చెట్టు_clue	|		|	
1304	|	Trees and Plants	|	బొప్పాయి	|	papaya	|	బొప్పాయి_clue	|		|	
1305	|	Trees and Plants	|	తంగేడు	|	peacock's pride	|	తంగేడు_clue	|		|	
1306	|	Trees and Plants	|	చండ్రి మాను	|	pear tree	|	చండ్రి మాను_clue	|		|	
1307	|	Trees and Plants	|	రావి చెట్టు	|	peepula tree	|	రావి చెట్టు_clue	|		|	
1308	|	Trees and Plants	|	బ్రహ్మ దండి	|	pickly pear	|	బ్రహ్మ దండి_clue	|		|	
1309	|	Trees and Plants	|	అరటి చెట్టు	|	plantain tree	|	అరటి చెట్టు_clue	|		|	
1310	|	Trees and Plants	|	మొక్కలు	|	plants	|	మొక్కలు_clue	|		|	
1311	|	Trees and Plants	|	రక్త చందనం	|	rain tree	|	రక్త చందనం_clue	|		|	
1312	|	Trees and Plants	|	ఎర్ర గంధపు చెట్టు	|	red sandal	|	ఎర్ర గంధపు చెట్టు_clue	|		|	
1313	|	Trees and Plants	|	కుంకుడు	|	roselle	|	కుంకుడు_clue	|		|	
1314	|	Trees and Plants	|	గంధపు చెట్టు	|	sandal wood	|	గంధపు చెట్టు_clue	|		|	
1315	|	Trees and Plants	|	గంధపాల చెట్టు	|	saresparilla	|	గంధపాల చెట్టు_clue	|		|	
1316	|	Trees and Plants	|	టెంక	|	shell	|	టెంక_clue	|		|	
1317	|	Trees and Plants	|	బూరుగు దూది	|	silk cotton	|	బూరుగు దూది_clue	|		|	
1318	|	Trees and Plants	|	బెరడు	|	skin	|	బెరడు_clue	|		|	
1319	|	Trees and Plants	|	కుంకుడు	|	soapnut	|	కుంకుడు_clue	|		|	
1320	|	Trees and Plants	|	మొలకులు	|	sprowls	|	మొలకులు_clue	|		|	
1321	|	Trees and Plants	|	కకూల పండ్ల చెట్టు	|	sweet orange	|	కకూల పండ్ల చెట్టు_clue	|		|	
1322	|	Trees and Plants	|	పిలకల తోట	|	tailoring	|	పిలకల తోట_clue	|		|	
1323	|	Trees and Plants	|	తాళ వృక్షము	|	taliput	|	తాళ వృక్షము_clue	|		|	
1324	|	Trees and Plants	|	చింతచెట్టు	|	tamarind tree	|	చింతచెట్టు_clue	|		|	
1325	|	Trees and Plants	|	తేయాకు	|	tea	|	తేయాకు_clue	|		|	
1326	|	Trees and Plants	|	టేకు	|	teak	|	టేకు_clue	|		|	
1327	|	Trees and Plants	|	మద్ది చెట్టు	|	terminalia	|	మద్ది చెట్టు_clue	|		|	
1328	|	Trees and Plants	|	ముండ్లు	|	thorns	|	ముండ్లు_clue	|		|	
1329	|	Trees and Plants	|	పొగాకు	|	tobacco	|	పొగాకు_clue	|		|	
1330	|	Trees and Plants	|	అత్తి పత్తి చెట్టు	|	touch-me-not	|	అత్తి పత్తి చెట్టు_clue	|		|	
1331	|	Trees and Plants	|	తిరిగిపాదు	|	transplant	|	తిరిగిపాదు_clue	|		|	
1332	|	Trees and Plants	|	మ్రాను	|	trunk	|	మ్రాను_clue	|		|	
1333	|	Trees and Plants	|	గంగరావి	|	tulip	|	గంగరావి_clue	|		|	
1334	|	Trees and Plants	|	పొట్టి తుమ్మ	|	umberella tree	|	పొట్టి తుమ్మ_clue	|		|	
1335	|	Trees and Plants	|	ద్రాక్ష తీగ	|	vine	|	ద్రాక్ష తీగ_clue	|		|	
1336	|	Trees and Plants	|	ఆకొట్టు చెట్టు	|	walnut tree	|	ఆకొట్టు చెట్టు_clue	|		|	
1337	|	Trees and Plants	|	కలుపు మొక్కలు	|	weeds	|	కలుపు మొక్కలు_clue	|		|	
1338	|	Trees and Plants	|	వెండి రంగుల ఆకుల చెట్టు	|	white bearn	|	వెండి రంగుల ఆకుల చెట్టు_clue	|		|	
1339	|	Trees and Plants	|	వెంపలి	|	wild indigo	|	వెంపలి_clue	|		|	
1340	|	US_Presidents	|	అబ్రహం లింకన్ 	|	Abraham Lincoln	|	అబ్రహం లింకన్ _clue	|		|	
1341	|	US_Presidents	|	ఆండ్రూ జాక్సన్ 	|	Andrew Jackson	|	ఆండ్రూ జాక్సన్ _clue	|		|	
1342	|	US_Presidents	|	ఆండ్రూ జాన్సన్ 	|	Andrew Johnson	|	ఆండ్రూ జాన్సన్ _clue	|		|	
1343	|	US_Presidents	|	బరాక్ ఒబామా	|	Barack Obama	|	బరాక్ ఒబామా_clue	|		|	
1344	|	US_Presidents	|	బెంజమిన్ హారిసన్ 	|	Benjamin Harrison	|	బెంజమిన్ హారిసన్ _clue	|		|	
1345	|	US_Presidents	|	బిల్ క్లింటన్ 	|	Bill Clinton	|	బిల్ క్లింటన్ _clue	|		|	
1346	|	US_Presidents	|	కాల్విన్ కూలిడ్జ్ 	|	Calvin Coolidge	|	కాల్విన్ కూలిడ్జ్ _clue	|		|	
1347	|	US_Presidents	|	చెస్టర్ A. ఆర్థర్ 	|	Chester A. Arthur	|	చెస్టర్ A. ఆర్థర్ _clue	|		|	
1348	|	US_Presidents	|	డ్వైట్ D. ఈసెన్హోవర్ 	|	Dwight D. Eisenhower	|	డ్వైట్ D. ఈసెన్హోవర్ _clue	|		|	
1349	|	US_Presidents	|	ఫ్రాంక్లిన్ పియర్స్ 	|	Franklin Pierce	|	ఫ్రాంక్లిన్ పియర్స్ _clue	|		|	
1350	|	US_Presidents	|	ఫ్రాంక్లిన్ రూజ్వెల్ట్ 	|	Franklin Roosevelt	|	ఫ్రాంక్లిన్ రూజ్వెల్ట్ _clue	|		|	
1351	|	US_Presidents	|	జార్జ్ బుష్ 	|	George Bush	|	జార్జ్ బుష్ _clue	|		|	
1352	|	US_Presidents	|	జార్జ్ W. బుష్ 	|	George W. Bush	|	జార్జ్ W. బుష్ _clue	|		|	
1353	|	US_Presidents	|	జార్జ్ వాషింగ్టన్ 	|	George Washington	|	జార్జ్ వాషింగ్టన్ _clue	|		|	
1354	|	US_Presidents	|	గెరాల్డ్ ఫోర్డ్ 	|	Gerald Ford	|	గెరాల్డ్ ఫోర్డ్ _clue	|		|	
1355	|	US_Presidents	|	గ్రోవర్ క్లీవ్లాండ్ 	|	Grover Cleveland	|	గ్రోవర్ క్లీవ్లాండ్ _clue	|		|	
1356	|	US_Presidents	|	గ్రోవర్ క్లీవ్లాండ్ 	|	Grover Cleveland	|	గ్రోవర్ క్లీవ్లాండ్ _clue	|		|	
1357	|	US_Presidents	|	హారీ S. ట్రూమాన్ 	|	Harry S. Truman	|	హారీ S. ట్రూమాన్ _clue	|		|	
1358	|	US_Presidents	|	హెర్బర్ట్ హూవేర్ 	|	Herbert Hoover	|	హెర్బర్ట్ హూవేర్ _clue	|		|	
1359	|	US_Presidents	|	జేమ్స్ A. గార్ఫీల్డ్ 	|	James A. Garfield	|	జేమ్స్ A. గార్ఫీల్డ్ _clue	|		|	
1360	|	US_Presidents	|	జేమ్స్ బుకానన్ 	|	James Buchanan	|	జేమ్స్ బుకానన్ _clue	|		|	
1361	|	US_Presidents	|	జేమ్స్ K. పోల్క్ 	|	James K. Polk	|	జేమ్స్ K. పోల్క్ _clue	|		|	
1362	|	US_Presidents	|	జేమ్స్ మాడిసన్ 	|	James Madison	|	జేమ్స్ మాడిసన్ _clue	|		|	
1363	|	US_Presidents	|	జేమ్స్ మన్రో 	|	James Monroe	|	జేమ్స్ మన్రో _clue	|		|	
1364	|	US_Presidents	|	జిమ్మీ కార్టర్ 	|	Jimmy Carter	|	జిమ్మీ కార్టర్ _clue	|		|	
1365	|	US_Presidents	|	జాన్ ఆడమ్స్ 	|	John Adams	|	జాన్ ఆడమ్స్ _clue	|		|	
1366	|	US_Presidents	|	జాన్ F. కెన్నెడీ 	|	John F. Kennedy	|	జాన్ F. కెన్నెడీ _clue	|		|	
1367	|	US_Presidents	|	జాన్ క్విన్సీ ఆడమ్స్ 	|	John Quincy Adams	|	జాన్ క్విన్సీ ఆడమ్స్ _clue	|		|	
1368	|	US_Presidents	|	జాన్ టైలర్ 	|	John Tyler	|	జాన్ టైలర్ _clue	|		|	
1369	|	US_Presidents	|	లిండన్ B. జాన్సన్ 	|	Lyndon B. Johnson	|	లిండన్ B. జాన్సన్ _clue	|		|	
1370	|	US_Presidents	|	మార్టిన్ వన్ బ్యురెన్ 	|	Martin Van Buren 	|	మార్టిన్ వన్ బ్యురెన్ _clue	|		|	
1371	|	US_Presidents	|	మిల్లర్డ్ ఫిల్మోర్ 	|	Millard Fillmore	|	మిల్లర్డ్ ఫిల్మోర్ _clue	|		|	
1372	|	US_Presidents	|	రిచర్డ్ M. నిక్సన్ 	|	Richard M. Nixon	|	రిచర్డ్ M. నిక్సన్ _clue	|		|	
1373	|	US_Presidents	|	రోనాల్డ్ రీగన్ 	|	Ronald Reagan	|	రోనాల్డ్ రీగన్ _clue	|		|	
1374	|	US_Presidents	|	రూథర్ఫోర్డ్ B. హాయెస్ 	|	Rutherford B. Hayes	|	రూథర్ఫోర్డ్ B. హాయెస్ _clue	|		|	
